GCM,run,scenario,0.8,1.0,1.2,1.5,2.0,2.5,3.0,4.0
MPI-ESM1-2-HR,r2i1p1f1,ssp370,1991-11-16 00:00:00,2000-04-16 00:00:00,2011-05-16 12:00:00,2024-09-16 00:00:00,2041-12-16 12:00:00,2059-04-16 00:00:00,2074-07-16 12:00:00,
MPI-ESM1-2-HR,r2i1p1f1,ssp245,1991-11-16 00:00:00,2000-04-16 00:00:00,2010-12-16 12:00:00,2028-03-16 12:00:00,2051-12-16 12:00:00,2077-04-16 00:00:00,,
MPI-ESM1-2-HR,r6i1p1f1,ssp370,1998-11-16 00:00:00,2005-03-16 12:00:00,2011-10-16 12:00:00,2027-10-16 12:00:00,2045-02-15 00:00:00,2060-06-16 00:00:00,2073-05-16 12:00:00,
MPI-ESM1-2-HR,r8i1p1f1,ssp370,1997-02-15 00:00:00,2004-12-16 12:00:00,2014-07-16 12:00:00,2030-03-16 12:00:00,2051-11-16 00:00:00,2064-03-16 12:00:00,2076-05-16 12:00:00,
MPI-ESM1-2-HR,r7i1p1f1,ssp370,1996-08-16 12:00:00,2005-01-16 12:00:00,2015-03-16 12:00:00,2033-11-16 00:00:00,2048-04-16 00:00:00,2063-04-16 00:00:00,2076-03-16 12:00:00,
MPI-ESM1-2-HR,r1i1p1f1,ssp585,2003-01-16 12:00:00,2009-03-16 12:00:00,2016-12-16 12:00:00,2029-09-16 00:00:00,2045-10-16 12:00:00,2058-02-15 00:00:00,2069-11-16 00:00:00,2088-04-16 00:00:00
MPI-ESM1-2-HR,r1i1p1f1,ssp370,2003-01-16 12:00:00,2009-01-16 12:00:00,2016-04-16 00:00:00,2030-07-16 12:00:00,2046-09-16 00:00:00,2060-02-15 12:00:00,2076-03-16 12:00:00,
MPI-ESM1-2-HR,r1i1p1f1,ssp245,2003-01-16 12:00:00,2009-07-16 12:00:00,2016-12-16 12:00:00,2032-02-15 12:00:00,2055-05-16 12:00:00,2083-04-16 00:00:00,,
MPI-ESM1-2-HR,r5i1p1f1,ssp370,1991-12-16 12:00:00,2002-05-16 12:00:00,2015-06-16 00:00:00,2031-06-16 00:00:00,2045-04-16 00:00:00,2058-02-15 00:00:00,2071-09-16 00:00:00,
MPI-ESM1-2-HR,r10i1p1f1,ssp370,2000-03-16 12:00:00,2008-11-16 00:00:00,2018-02-15 00:00:00,2032-02-15 12:00:00,2047-06-16 00:00:00,2060-11-16 00:00:00,2076-01-16 12:00:00,
MPI-ESM1-2-HR,r4i1p1f1,ssp370,2002-08-16 12:00:00,2010-01-16 12:00:00,2017-09-16 00:00:00,2028-09-16 00:00:00,2045-03-16 12:00:00,2061-04-16 00:00:00,2074-12-16 12:00:00,
MPI-ESM1-2-HR,r9i1p1f1,ssp370,1990-11-16 00:00:00,2002-08-16 12:00:00,2009-12-16 12:00:00,2021-09-16 00:00:00,2048-09-16 00:00:00,2061-06-16 00:00:00,2076-06-16 00:00:00,
MPI-ESM1-2-LR,r3i1p1f1,ssp585,1999-09-16 00:00:00,2008-07-16 12:00:00,2020-02-15 12:00:00,2031-02-15 00:00:00,2045-09-16 00:00:00,2056-08-16 12:00:00,2067-03-16 12:00:00,2087-01-16 12:00:00
MPI-ESM1-2-LR,r3i1p1f1,ssp370,1999-09-16 00:00:00,2009-08-16 12:00:00,2019-11-16 00:00:00,2031-11-16 00:00:00,2046-06-16 00:00:00,2061-12-16 12:00:00,2076-05-16 12:00:00,
MPI-ESM1-2-LR,r3i1p1f1,ssp245,1999-09-16 00:00:00,2009-02-15 00:00:00,2019-01-16 12:00:00,2032-04-16 00:00:00,2055-09-16 00:00:00,2088-05-16 12:00:00,,
MPI-ESM1-2-LR,r2i1p1f1,ssp585,2000-07-16 12:00:00,2009-02-15 00:00:00,2020-11-16 00:00:00,2032-01-16 12:00:00,2045-04-16 00:00:00,2056-12-16 12:00:00,2067-07-16 12:00:00,2087-06-16 00:00:00
MPI-ESM1-2-LR,r2i1p1f1,ssp370,2000-07-16 12:00:00,2009-06-16 00:00:00,2022-03-16 12:00:00,2031-06-16 00:00:00,2045-02-15 00:00:00,2064-07-16 12:00:00,2077-11-16 00:00:00,
MPI-ESM1-2-LR,r2i1p1f1,ssp245,2000-07-16 12:00:00,2008-11-16 00:00:00,2019-11-16 00:00:00,2036-04-16 00:00:00,2054-12-16 12:00:00,,,
MPI-ESM1-2-LR,r6i1p1f1,ssp585,1993-08-16 12:00:00,2002-03-16 12:00:00,2014-12-16 12:00:00,2027-03-16 12:00:00,2043-04-16 00:00:00,2055-09-16 00:00:00,2066-07-16 12:00:00,2084-12-16 12:00:00
MPI-ESM1-2-LR,r6i1p1f1,ssp370,1993-08-16 12:00:00,2002-03-16 12:00:00,2016-08-16 12:00:00,2029-09-16 00:00:00,2044-09-16 00:00:00,2060-05-16 12:00:00,2073-06-16 00:00:00,
MPI-ESM1-2-LR,r6i1p1f1,ssp245,1993-08-16 12:00:00,2002-03-16 12:00:00,2015-07-16 12:00:00,2030-11-16 00:00:00,2049-11-16 00:00:00,2080-03-16 12:00:00,,
MPI-ESM1-2-LR,r8i1p1f1,ssp585,2002-01-16 12:00:00,2007-09-16 00:00:00,2015-07-16 12:00:00,2029-09-16 00:00:00,2046-03-16 12:00:00,2056-11-16 00:00:00,2067-07-16 12:00:00,2086-10-16 12:00:00
MPI-ESM1-2-LR,r8i1p1f1,ssp370,2002-01-16 12:00:00,2008-08-16 12:00:00,2018-08-16 12:00:00,2031-03-16 12:00:00,2047-03-16 12:00:00,2062-08-16 12:00:00,2076-01-16 12:00:00,
MPI-ESM1-2-LR,r8i1p1f1,ssp245,2002-01-16 12:00:00,2009-02-15 00:00:00,2018-02-15 00:00:00,2030-12-16 12:00:00,2057-01-16 12:00:00,2087-12-16 12:00:00,,
MPI-ESM1-2-LR,r7i1p1f1,ssp585,1996-11-16 00:00:00,2006-04-16 00:00:00,2018-10-16 12:00:00,2030-07-16 12:00:00,2043-06-16 00:00:00,2056-06-16 00:00:00,2066-06-16 00:00:00,2086-07-16 12:00:00
MPI-ESM1-2-LR,r7i1p1f1,ssp370,1996-11-16 00:00:00,2006-05-16 12:00:00,2017-06-16 00:00:00,2032-10-16 12:00:00,2046-09-16 00:00:00,2061-12-16 12:00:00,2076-05-16 12:00:00,
MPI-ESM1-2-LR,r7i1p1f1,ssp245,1996-11-16 00:00:00,2006-03-16 12:00:00,2017-02-15 00:00:00,2030-10-16 12:00:00,2052-04-16 00:00:00,2083-03-16 12:00:00,,
MPI-ESM1-2-LR,r1i1p1f1,ssp585,1998-02-15 00:00:00,2008-02-15 12:00:00,2018-11-16 00:00:00,2031-02-15 00:00:00,2045-03-16 12:00:00,2057-12-16 12:00:00,2067-11-16 00:00:00,2087-11-16 00:00:00
MPI-ESM1-2-LR,r1i1p1f1,ssp370,1998-02-15 00:00:00,2007-12-16 12:00:00,2019-06-16 00:00:00,2032-02-15 12:00:00,2049-10-16 12:00:00,2062-08-16 12:00:00,2075-05-16 12:00:00,
MPI-ESM1-2-LR,r1i1p1f1,ssp245,1998-02-15 00:00:00,2007-06-16 00:00:00,2019-12-16 12:00:00,2031-11-16 00:00:00,2050-06-16 00:00:00,2084-12-16 12:00:00,,
MPI-ESM1-2-LR,r5i1p1f1,ssp585,2001-03-16 12:00:00,2008-01-16 12:00:00,2015-11-16 00:00:00,2027-05-16 12:00:00,2043-09-16 00:00:00,2056-10-16 12:00:00,2068-06-16 00:00:00,2086-11-16 00:00:00
MPI-ESM1-2-LR,r5i1p1f1,ssp370,2001-03-16 12:00:00,2008-01-16 12:00:00,2015-11-16 00:00:00,2030-01-16 12:00:00,2047-09-16 00:00:00,2061-02-15 00:00:00,2074-12-16 12:00:00,
MPI-ESM1-2-LR,r5i1p1f1,ssp245,2001-03-16 12:00:00,2008-01-16 12:00:00,2015-10-16 12:00:00,2030-05-16 12:00:00,2054-11-16 00:00:00,2089-08-16 12:00:00,,
MPI-ESM1-2-LR,r10i1p1f1,ssp585,1994-01-16 12:00:00,2002-02-15 00:00:00,2020-07-16 12:00:00,2029-09-16 00:00:00,2044-11-16 00:00:00,2057-01-16 12:00:00,2066-09-16 00:00:00,2086-05-16 12:00:00
MPI-ESM1-2-LR,r10i1p1f1,ssp370,1994-01-16 12:00:00,2002-02-15 00:00:00,2016-09-16 00:00:00,2030-05-16 12:00:00,2045-04-16 00:00:00,2059-05-16 12:00:00,2073-09-16 00:00:00,
MPI-ESM1-2-LR,r10i1p1f1,ssp245,1994-01-16 12:00:00,2002-02-15 00:00:00,2016-08-16 12:00:00,2030-04-16 00:00:00,2052-11-16 00:00:00,2083-09-16 00:00:00,,
MPI-ESM1-2-LR,r4i1p1f1,ssp585,1997-07-16 12:00:00,2004-08-16 12:00:00,2014-10-16 12:00:00,2030-08-16 12:00:00,2044-06-16 00:00:00,2055-06-16 00:00:00,2065-11-16 00:00:00,2085-10-16 12:00:00
MPI-ESM1-2-LR,r4i1p1f1,ssp370,1997-07-16 12:00:00,2004-08-16 12:00:00,2013-09-16 00:00:00,2028-12-16 12:00:00,2046-07-16 12:00:00,2062-03-16 12:00:00,2075-02-15 00:00:00,
MPI-ESM1-2-LR,r4i1p1f1,ssp245,1997-07-16 12:00:00,2004-08-16 12:00:00,2016-04-16 00:00:00,2033-02-15 00:00:00,2053-07-16 12:00:00,2079-05-16 12:00:00,,
MPI-ESM1-2-LR,r9i1p1f1,ssp585,1995-02-15 00:00:00,2005-08-16 12:00:00,2019-03-16 12:00:00,2031-05-16 12:00:00,2047-01-16 12:00:00,2059-01-16 12:00:00,2068-02-15 12:00:00,2085-05-16 12:00:00
MPI-ESM1-2-LR,r9i1p1f1,ssp370,1995-02-15 00:00:00,2005-07-16 12:00:00,2018-05-16 12:00:00,2030-11-16 00:00:00,2046-05-16 12:00:00,2062-08-16 12:00:00,2076-04-16 00:00:00,
MPI-ESM1-2-LR,r9i1p1f1,ssp245,1995-02-15 00:00:00,2005-09-16 00:00:00,2018-07-16 12:00:00,2031-08-16 12:00:00,2054-08-16 12:00:00,2086-05-16 12:00:00,,
MRI-ESM2-0,r3i1p1f1,ssp585,2006-07-16 12:00:00,2013-11-16 00:00:00,2019-10-16 12:00:00,2027-11-16 00:00:00,2041-05-16 12:00:00,2052-08-16 12:00:00,2063-03-16 12:00:00,2080-08-16 12:00:00
MRI-ESM2-0,r3i1p1f1,ssp370,2006-08-16 12:00:00,2014-11-16 00:00:00,2020-08-16 12:00:00,2028-04-16 00:00:00,2043-08-16 12:00:00,2059-09-16 00:00:00,2073-02-15 00:00:00,
MRI-ESM2-0,r3i1p1f1,ssp245,2007-02-15 00:00:00,2014-01-16 12:00:00,2020-10-16 12:00:00,2028-10-16 12:00:00,2045-11-16 00:00:00,2070-08-16 12:00:00,,
MRI-ESM2-0,r2i1p1f1,ssp585,2004-09-16 00:00:00,2012-06-16 00:00:00,2019-02-15 00:00:00,2026-03-16 12:00:00,2037-02-15 00:00:00,2047-05-16 12:00:00,2057-12-16 12:00:00,2077-08-16 12:00:00
MRI-ESM2-0,r2i1p1f1,ssp370,2004-09-16 00:00:00,2012-09-16 00:00:00,2020-02-15 12:00:00,2029-07-16 12:00:00,2042-12-16 12:00:00,2054-08-16 12:00:00,2069-04-16 00:00:00,
MRI-ESM2-0,r2i1p1f1,ssp245,2004-09-16 00:00:00,2012-01-16 12:00:00,2019-10-16 12:00:00,2027-09-16 00:00:00,2047-07-16 12:00:00,2064-01-16 12:00:00,,
MRI-ESM2-0,r5i1p1f1,ssp585,2001-09-16 00:00:00,2008-03-16 12:00:00,2014-09-16 00:00:00,2023-10-16 12:00:00,2035-06-16 00:00:00,2047-10-16 12:00:00,2058-08-16 12:00:00,2078-01-16 12:00:00
MRI-ESM2-0,r5i1p1f1,ssp370,2001-09-16 00:00:00,2007-11-16 00:00:00,2017-01-16 12:00:00,2027-06-16 00:00:00,2042-03-16 12:00:00,2055-08-16 12:00:00,2070-01-16 12:00:00,
MRI-ESM2-0,r5i1p1f1,ssp245,2001-09-16 00:00:00,2007-10-16 12:00:00,2015-02-15 00:00:00,2024-06-16 00:00:00,2038-08-16 12:00:00,2059-01-16 12:00:00,,
MRI-ESM2-0,r4i1p1f1,ssp585,2004-08-16 12:00:00,2013-02-15 00:00:00,2018-12-16 12:00:00,2026-04-16 00:00:00,2038-09-16 00:00:00,2049-03-16 12:00:00,2059-07-16 12:00:00,2079-07-16 12:00:00
MRI-ESM2-0,r4i1p1f1,ssp370,2004-08-16 12:00:00,2015-03-16 12:00:00,2021-04-16 00:00:00,2028-03-16 12:00:00,2040-08-16 12:00:00,2054-11-16 00:00:00,2069-12-16 12:00:00,
MRI-ESM2-0,r4i1p1f1,ssp245,2004-08-16 12:00:00,2012-12-16 12:00:00,2019-08-16 12:00:00,2029-01-16 12:00:00,2044-12-16 12:00:00,2066-09-16 00:00:00,,
MRI-ESM2-0,r1i1p1f1,ssp585,2005-08-16 12:00:00,2010-12-16 12:00:00,2016-05-16 12:00:00,2022-10-16 12:00:00,2033-12-16 12:00:00,2045-06-16 00:00:00,2059-01-16 12:00:00,2077-08-16 12:00:00
MRI-ESM2-0,r1i1p1f1,ssp370,2005-09-16 00:00:00,2011-11-16 00:00:00,2018-03-16 12:00:00,2027-05-16 12:00:00,2041-11-16 00:00:00,2053-11-16 00:00:00,2067-08-16 12:00:00,
MRI-ESM2-0,r1i1p1f1,ssp245,2005-08-16 12:00:00,2011-10-16 12:00:00,2017-08-16 12:00:00,2027-03-16 12:00:00,2043-04-16 00:00:00,2060-05-16 12:00:00,,
MRI-ESM2-0,r1i2p1f1,ssp585,2003-11-16 00:00:00,2010-03-16 12:00:00,2017-01-16 12:00:00,2024-10-16 12:00:00,2036-08-16 12:00:00,2049-09-16 00:00:00,2060-01-16 12:00:00,2080-09-16 00:00:00
NESM3,r1i1p1f1,ssp585,2002-10-16 12:00:00,2006-08-16 12:00:00,2010-08-16 12:00:00,2017-04-16 00:00:00,2029-06-16 00:00:00,2039-05-16 12:00:00,2048-09-16 00:00:00,2066-06-16 00:00:00
NESM3,r1i1p1f1,ssp245,2002-10-16 12:00:00,2006-09-16 00:00:00,2011-07-16 12:00:00,2018-11-16 00:00:00,2037-03-16 12:00:00,2052-08-16 12:00:00,2074-08-16 12:00:00,
NESM3,r2i1p1f1,ssp585,2001-07-16 12:00:00,2006-09-16 00:00:00,2012-04-16 00:00:00,2020-02-15 12:00:00,2031-10-16 12:00:00,2042-04-16 00:00:00,2052-04-16 00:00:00,2070-06-16 00:00:00
NESM3,r2i1p1f1,ssp245,2001-07-16 12:00:00,2006-09-16 00:00:00,2013-11-16 00:00:00,2023-11-16 00:00:00,2040-10-16 12:00:00,2060-12-16 12:00:00,2084-12-16 12:00:00,
NorESM2-LM,r3i1p1f1,ssp370,2019-09-16 00:00:00,2027-08-16 12:00:00,2037-03-16 12:00:00,,,,,
NorESM2-LM,r3i1p1f1,ssp245,2024-08-16 12:00:00,2032-06-16 00:00:00,2041-01-16 12:00:00,,,,,
NorESM2-LM,r1i1p1f1,ssp585,2013-02-15 00:00:00,2021-05-16 12:00:00,2031-09-16 00:00:00,2041-06-16 00:00:00,2054-06-16 00:00:00,2065-01-16 12:00:00,2075-07-16 12:00:00,
NorESM2-LM,r1i1p1f1,ssp370,2012-04-16 00:00:00,2025-07-16 12:00:00,2035-12-16 12:00:00,2048-10-16 12:00:00,2065-03-16 12:00:00,2078-07-16 12:00:00,2090-11-16 00:00:00,
NorESM2-LM,r1i1p1f1,ssp245,2012-02-15 00:00:00,2026-05-16 12:00:00,2036-07-16 12:00:00,2051-06-16 00:00:00,2080-01-16 12:00:00,,,
NorESM2-LM,r2i1p1f1,ssp370,2020-02-15 00:00:00,2025-04-16 00:00:00,2032-06-16 00:00:00,,,,,
NorESM2-LM,r2i1p1f1,ssp245,2020-06-16 00:00:00,2027-07-16 12:00:00,2038-03-16 12:00:00,,,,,
NorESM2-MM,r1i1p1f1,ssp585,2015-09-16 00:00:00,2023-02-15 00:00:00,2031-04-16 00:00:00,2038-10-16 12:00:00,2052-11-16 00:00:00,2065-06-16 00:00:00,2075-01-16 12:00:00,
NorESM2-MM,r1i1p1f1,ssp370,2018-08-16 12:00:00,2030-05-16 12:00:00,2036-12-16 12:00:00,2045-09-16 00:00:00,2059-11-16 00:00:00,2074-08-16 12:00:00,2088-05-16 12:00:00,
NorESM2-MM,r1i1p1f1,ssp245,2013-05-16 12:00:00,2027-07-16 12:00:00,2036-09-16 00:00:00,2045-06-16 00:00:00,2075-09-16 00:00:00,,,
NorESM2-MM,r2i1p1f1,ssp245,2009-09-16 00:00:00,2017-12-16 12:00:00,2027-01-16 12:00:00,2046-09-16 00:00:00,2065-01-16 12:00:00,,,
TaiESM1,r1i1p1f1,ssp585,2011-01-16 12:00:00,2015-09-16 00:00:00,2020-04-16 00:00:00,2026-06-16 00:00:00,2034-04-16 00:00:00,2041-02-15 00:00:00,2048-12-16 12:00:00,2063-05-16 12:00:00
TaiESM1,r1i1p1f1,ssp370,2011-05-16 12:00:00,2017-01-16 12:00:00,2023-02-15 00:00:00,2031-03-16 12:00:00,2040-08-16 12:00:00,2049-03-16 12:00:00,2057-12-16 12:00:00,2075-05-16 12:00:00
TaiESM1,r1i1p1f1,ssp245,2012-04-16 00:00:00,2016-12-16 12:00:00,2022-02-15 00:00:00,2028-10-16 12:00:00,2039-07-16 12:00:00,2050-11-16 00:00:00,2062-08-16 12:00:00,
UKESM1-0-LL,r3i1p1f2,ssp585,2007-07-16 00:00:00,2012-01-16 00:00:00,2015-09-16 00:00:00,2021-03-16 00:00:00,2029-08-16 00:00:00,2037-01-16 00:00:00,2043-08-16 00:00:00,2056-10-16 00:00:00
UKESM1-0-LL,r3i1p1f2,ssp370,2007-01-16 00:00:00,2011-05-16 00:00:00,2015-11-16 00:00:00,2021-10-16 00:00:00,2031-03-16 00:00:00,2039-07-16 00:00:00,2048-05-16 00:00:00,2063-10-16 00:00:00
UKESM1-0-LL,r3i1p1f2,ssp245,2007-07-16 00:00:00,2011-07-16 00:00:00,2015-06-16 00:00:00,2020-12-16 00:00:00,2032-01-16 00:00:00,2041-10-16 00:00:00,2050-03-16 00:00:00,2077-04-16 00:00:00
UKESM1-0-LL,r12i1p1f2,ssp370,2009-07-16 00:00:00,2014-02-16 00:00:00,2018-04-16 00:00:00,2023-04-16 00:00:00,2030-05-16 00:00:00,2039-01-16 00:00:00,2046-08-16 00:00:00,2062-09-16 00:00:00
UKESM1-0-LL,r12i1p1f2,ssp245,2009-07-16 00:00:00,2014-07-16 00:00:00,2018-11-16 00:00:00,2023-07-16 00:00:00,2031-11-16 00:00:00,2040-11-16 00:00:00,2051-11-16 00:00:00,2077-04-16 00:00:00
UKESM1-0-LL,r1i1p1f2,ssp585,2006-07-16 00:00:00,2011-10-16 00:00:00,2016-02-16 00:00:00,2021-08-16 00:00:00,2029-04-16 00:00:00,2036-08-16 00:00:00,2043-06-16 00:00:00,2056-03-16 00:00:00
UKESM1-0-LL,r1i1p1f2,ssp370,2006-09-16 00:00:00,2011-08-16 00:00:00,2015-12-16 00:00:00,2021-03-16 00:00:00,2028-12-16 00:00:00,2037-06-16 00:00:00,2046-02-16 00:00:00,2063-10-16 00:00:00
UKESM1-0-LL,r1i1p1f2,ssp245,2006-09-16 00:00:00,2012-03-16 00:00:00,2016-04-16 00:00:00,2021-11-16 00:00:00,2030-12-16 00:00:00,2041-09-16 00:00:00,2052-05-16 00:00:00,2078-08-16 00:00:00
UKESM1-0-LL,r9i1p1f2,ssp370,2007-09-16 00:00:00,2011-09-16 00:00:00,2015-12-16 00:00:00,2020-12-16 00:00:00,2029-12-16 00:00:00,2037-09-16 00:00:00,2044-11-16 00:00:00,2060-08-16 00:00:00
UKESM1-0-LL,r9i1p1f2,ssp245,2007-10-16 00:00:00,2011-07-16 00:00:00,2014-11-16 00:00:00,2019-04-16 00:00:00,2027-02-16 00:00:00,2036-06-16 00:00:00,2046-01-16 00:00:00,2070-08-16 00:00:00
UKESM1-0-LL,r19i1p1f2,ssp370,2008-06-16 00:00:00,2013-08-16 00:00:00,2017-11-16 00:00:00,2023-08-16 00:00:00,2032-11-16 00:00:00,2040-12-16 00:00:00,2048-01-16 00:00:00,2064-06-16 00:00:00
UKESM1-0-LL,r19i1p1f2,ssp245,2007-12-16 00:00:00,2014-01-16 00:00:00,2018-06-16 00:00:00,2024-12-16 00:00:00,2035-08-16 00:00:00,2044-11-16 00:00:00,2054-02-16 00:00:00,2078-12-16 00:00:00
UKESM1-0-LL,r11i1p1f2,ssp370,2008-12-16 00:00:00,2013-01-16 00:00:00,2016-08-16 00:00:00,2021-08-16 00:00:00,2029-07-16 00:00:00,2037-01-16 00:00:00,2045-01-16 00:00:00,2059-09-16 00:00:00
UKESM1-0-LL,r11i1p1f2,ssp245,2008-09-16 00:00:00,2012-09-16 00:00:00,2016-02-16 00:00:00,2020-08-16 00:00:00,2027-04-16 00:00:00,2034-06-16 00:00:00,2042-08-16 00:00:00,2070-09-16 00:00:00
UKESM1-0-LL,r13i1p1f2,ssp245,2009-04-16 00:00:00,2012-09-16 00:00:00,2016-05-16 00:00:00,2021-03-16 00:00:00,2029-09-16 00:00:00,2039-04-16 00:00:00,2050-10-16 00:00:00,2073-11-16 00:00:00
UKESM1-0-LL,r10i1p1f2,ssp370,2003-01-16 00:00:00,2007-03-16 00:00:00,2011-04-16 00:00:00,2017-12-16 00:00:00,2028-01-16 00:00:00,2036-02-16 00:00:00,2043-08-16 00:00:00,2061-04-16 00:00:00
UKESM1-0-LL,r10i1p1f2,ssp245,2003-01-16 00:00:00,2007-01-16 00:00:00,2011-03-16 00:00:00,2017-02-16 00:00:00,2026-01-16 00:00:00,2035-06-16 00:00:00,2046-11-16 00:00:00,2073-11-16 00:00:00
UKESM1-0-LL,r18i1p1f2,ssp370,2005-08-16 00:00:00,2009-05-16 00:00:00,2012-11-16 00:00:00,2018-02-16 00:00:00,2028-02-16 00:00:00,2036-10-16 00:00:00,2044-06-16 00:00:00,2061-06-16 00:00:00
UKESM1-0-LL,r18i1p1f2,ssp245,2005-08-16 00:00:00,2009-01-16 00:00:00,2012-08-16 00:00:00,2018-02-16 00:00:00,2028-12-16 00:00:00,2040-02-16 00:00:00,2050-11-16 00:00:00,2076-02-16 00:00:00
UKESM1-0-LL,r17i1p1f2,ssp370,2008-02-16 00:00:00,2012-04-16 00:00:00,2016-01-16 00:00:00,2021-06-16 00:00:00,2030-09-16 00:00:00,2040-01-16 00:00:00,2049-01-16 00:00:00,2065-12-16 00:00:00
UKESM1-0-LL,r17i1p1f2,ssp245,2008-03-16 00:00:00,2012-05-16 00:00:00,2015-12-16 00:00:00,2021-05-16 00:00:00,2031-09-16 00:00:00,2042-10-16 00:00:00,2055-03-16 00:00:00,2080-03-16 00:00:00
UKESM1-0-LL,r16i1p1f2,ssp370,2005-10-16 00:00:00,2010-07-16 00:00:00,2015-03-16 00:00:00,2021-06-16 00:00:00,2030-02-16 00:00:00,2038-08-16 00:00:00,2047-07-16 00:00:00,2062-10-16 00:00:00
UKESM1-0-LL,r16i1p1f2,ssp245,2005-10-16 00:00:00,2010-01-16 00:00:00,2014-04-16 00:00:00,2021-05-16 00:00:00,2031-02-16 00:00:00,2039-07-16 00:00:00,2049-01-16 00:00:00,2079-07-16 00:00:00
UKESM1-0-LL,r4i1p1f2,ssp585,2009-04-16 00:00:00,2014-12-16 00:00:00,2020-01-16 00:00:00,2024-06-16 00:00:00,2031-03-16 00:00:00,2038-01-16 00:00:00,2044-10-16 00:00:00,2058-01-16 00:00:00
UKESM1-0-LL,r4i1p1f2,ssp370,2009-07-16 00:00:00,2015-01-16 00:00:00,2019-12-16 00:00:00,2025-03-16 00:00:00,2032-10-16 00:00:00,2041-02-16 00:00:00,2049-10-16 00:00:00,2064-08-16 00:00:00
UKESM1-0-LL,r4i1p1f2,ssp245,2009-08-16 00:00:00,2015-12-16 00:00:00,2020-05-16 00:00:00,2025-10-16 00:00:00,2033-07-16 00:00:00,2042-04-16 00:00:00,2052-03-16 00:00:00,2079-08-16 00:00:00
UKESM1-0-LL,r2i1p1f2,ssp585,2011-01-16 00:00:00,2015-03-16 00:00:00,2018-04-16 00:00:00,2022-12-16 00:00:00,2030-08-16 00:00:00,2037-01-16 00:00:00,2043-11-16 00:00:00,2056-04-16 00:00:00
UKESM1-0-LL,r2i1p1f2,ssp370,2010-07-16 00:00:00,2015-03-16 00:00:00,2018-09-16 00:00:00,2024-06-16 00:00:00,2032-05-16 00:00:00,2040-01-16 00:00:00,2047-05-16 00:00:00,2062-02-16 00:00:00
UKESM1-0-LL,r2i1p1f2,ssp245,2010-06-16 00:00:00,2014-05-16 00:00:00,2017-02-16 00:00:00,2021-11-16 00:00:00,2029-03-16 00:00:00,2037-09-16 00:00:00,2048-01-16 00:00:00,2077-11-16 00:00:00
UKESM1-0-LL,r8i1p1f2,ssp585,2004-12-16 00:00:00,2008-04-16 00:00:00,2012-07-16 00:00:00,2018-08-16 00:00:00,2027-10-16 00:00:00,2035-05-16 00:00:00,2042-09-16 00:00:00,2057-02-16 00:00:00
UKESM1-0-LL,r8i1p1f2,ssp370,2004-12-16 00:00:00,2008-04-16 00:00:00,2013-01-16 00:00:00,2019-04-16 00:00:00,2029-02-16 00:00:00,2037-09-16 00:00:00,2045-07-16 00:00:00,2062-12-16 00:00:00
UKESM1-0-LL,r8i1p1f2,ssp245,2004-12-16 00:00:00,2008-05-16 00:00:00,2012-10-16 00:00:00,2018-01-16 00:00:00,2027-08-16 00:00:00,2037-01-16 00:00:00,2048-02-16 00:00:00,2078-04-16 00:00:00
CESM2-LENS,r10i1p1f1,ssp370,2001-08-16 12:00:00,2005-07-16 12:00:00,2012-02-15 00:00:00,2025-04-16 00:00:00,2037-07-16 12:00:00,2052-04-16 00:00:00,2063-11-16 00:00:00,2084-06-16 00:00:00
CESM2-LENS,r1i1p1f1,ssp370,1997-02-15 00:00:00,2003-04-16 00:00:00,2010-10-16 12:00:00,2021-04-16 00:00:00,2037-04-16 00:00:00,2052-03-16 12:00:00,2063-12-16 12:00:00,2083-04-16 00:00:00
CESM2-LENS,r2i1p1f1,ssp370,2002-01-16 12:00:00,2009-02-15 00:00:00,2021-03-16 12:00:00,2029-05-16 12:00:00,2041-04-16 00:00:00,2055-01-16 12:00:00,2065-11-16 00:00:00,2084-08-16 12:00:00
CESM2-LENS,r3i1p1f1,ssp370,2001-03-16 12:00:00,2006-02-15 00:00:00,2013-09-16 00:00:00,2027-06-16 00:00:00,2041-04-16 00:00:00,2053-11-16 00:00:00,2064-01-16 12:00:00,2084-05-16 12:00:00
CESM2-LENS,r4i1p1f1,ssp370,2003-11-16 00:00:00,2009-11-16 00:00:00,2020-09-16 00:00:00,2029-10-16 12:00:00,2041-06-16 00:00:00,2051-10-16 12:00:00,2063-05-16 12:00:00,2083-11-16 00:00:00
CESM2-LENS,r5i1p1f1,ssp370,1995-04-16 00:00:00,2002-01-16 12:00:00,2006-12-16 12:00:00,2020-05-16 12:00:00,2037-03-16 12:00:00,2048-07-16 12:00:00,2059-08-16 12:00:00,2081-03-16 12:00:00
CESM2-LENS,r6i1p1f1,ssp370,1998-04-16 00:00:00,2003-11-16 00:00:00,2009-11-16 00:00:00,2026-08-16 12:00:00,2040-01-16 12:00:00,2051-08-16 12:00:00,2063-02-15 00:00:00,2083-02-15 00:00:00
CESM2-LENS,r7i1p1f1,ssp370,1997-02-15 00:00:00,2004-12-16 12:00:00,2015-01-16 12:00:00,2025-01-16 12:00:00,2038-08-16 12:00:00,2048-12-16 12:00:00,2059-12-16 12:00:00,2081-10-16 12:00:00
